15
203 127 186
36 592 57 592
38 368 54 368
137 515 145 515
41 31 153 31
20 189 61 189
21 642 82 642
38 289 103 289
46 535 144 535
79 773 121 773
4 607 54 607
115 257 145 257
51 661 107 661
4 351 29 351
116 405 138 405
60 340 70 340
133 385 134 385
63 326 66 326
91 403 131 403
61 260 137 260
113 509 132 509
58 643 78 643
0 451 152 451
30 314 35 314
41 249 102 249
11 751 46 751
38 317 137 317
94 180 119 180
42 320 80 320
39 59 53 59
32 389 131 389
145 334 145 334
40 278 75 278
8 112 103 112
6 376 20 376
25 366 108 366
13 385 17 385
62 527 90 527
27 356 69 356
109 647 133 647
44 53 54 53
140 690 143 690
124 75 138 75
51 80 121 80
123 87 156 87
29 277 108 277
25 68 60 68
63 290 151 290
2 54 87 54
44 286 61 286
7 226 107 226
67 327 133 327
13 282 93 282
6 158 96 158
100 101 128 101
41 560 60 560
40 281 127 281
50 127 61 127
57 256 108 256
32 515 62 515
59 12 104 12
30 278 155 278
17 298 36 298
9 31 99 31
87 161 115 161
99 269 151 269
83 68 99 68
135 154 143 154
68 565 148 565
108 520 148 520
59 162 71 162
28 531 156 531
49 62 141 62
2 663 27 663
9 424 37 424
88 276 109 276
53 421 154 421
97 25 130 25
79 523 89 523
71 194 133 194
10 775 133 775
46 349 71 349
106 114 128 114
40 131 88 131
37 721 130 721
12 302 85 302
42 366 45 366
41 180 108 180
47 201 122 201
56 278 63 278
52 577 147 577
44 52 93 52
70 5 155 5
48 37 76 37
8 530 44 530
117 299 134 299
8 403 80 403
10 172 85 172
30 103 71 103
60 296 135 296
64 742 87 742
9 651 125 651
58 316 136 316
49 627 135 627
9 22 23 22
52 666 147 666
58 668 145 668
51 25 123 25
6 1 7 1
96 42 109 42
46 122 68 122
78 313 123 313
75 577 139 577
0 369 130 369
57 459 150 459
19 213 98 213
34 593 77 593
119 306 123 306
24 517 60 517
100 7 101 7
53 440 75 440
112 367 152 367
3 466 106 466
91 312 128 312
64 325 113 325
18 104 138 104
106 702 124 702
91 30 133 30
90 59 90 59
137 398 147 398
25 55 129 55
24 612 77 612
55 304 63 304
79 537 99 537
18 685 138 685
41 131 115 131
60 31 87 31
82 741 126 741
55 612 120 612
25 593 156 593
25 465 77 465
72 22 155 22
85 371 117 371
7 6 116 6
32 404 123 404
15 17 151 17
29 300 43 300
32 99 57 99
94 523 114 523
0 163 35 163
28 668 132 668
35 165 45 165
1 262 135 262
34 13 35 13
53 726 76 726
124 188 155 188
101 144 101 144
9 366 38 366
93 459 107 459
37 311 102 311
62 255 369
38 61 47 61
20 20 57 20
48 26 52 26
18 174 47 174
12 28 25 28
4 7 15 7
46 35 47 35
44 46 50 46
9 166 10 166
4 231 36 231
4 5 39 5
0 116 42 116
4 132 17 132
8 137 25 137
3 104 28 104
5 199 27 199
24 82 41 82
18 130 39 130
36 59 39 59
4 113 43 113
0 128 1 128
29 197 38 197
9 191 60 191
14 10 21 10
10 54 41 54
2 149 34 149
18 11 22 11
17 228 44 228
41 35 44 35
21 57 48 57
39 189 49 189
4 92 42 92
1 163 54 163
15 11 33 11
30 221 43 221
14 153 18 153
20 17 54 17
0 4 23 4
8 178 35 178
7 123 25 123
24 22 33 22
19 219 26 219
3 99 48 99
4 168 57 168
9 2 25 2
1 203 46 203
20 1 55 1
31 49 60 49
4 80 48 80
11 1 33 1
1 60 50 60
30 173 49 173
1 44 25 44
34 22 36 22
1 126 29 126
30 75 31 75
1 33 44 33
17 6 51 6
4 226 46 226
46 109 53 109
3 67 41 67
6 169 29 169
56 127 61 127
4 93 56 93
30 32 36 32
36 202 54 202
6 103 28 103
12 82 52 82
32 22 59 22
0 59 53 59
7 194 29 194
6 6 38 6
32 0 33 0
23 0 45 0
1 91 25 91
23 66 43 66
26 58 42 58
23 144 47 144
15 13 54 13
20 101 61 101
32 48 58 48
21 205 56 205
46 0 49 0
19 24 28 24
5 115 37 115
13 13 38 13
8 113 14 113
21 168 33 168
39 31 57 31
26 163 55 163
53 133 58 133
35 129 56 129
24 121 31 121
25 76 48 76
8 78 48 78
1 33 19 33
8 87 45 87
18 28 26 28
33 23 41 23
21 5 25 5
22 126 46 126
21 142 33 142
26 59 36 59
3 20 56 20
6 102 15 102
44 33 51 33
32 164 39 164
46 42 50 42
39 15 50 15
1 105 29 105
34 77 54 77
4 77 56 77
5 21 31 21
5 1 49 1
27 5 40 5
24 138 27 138
10 94 46 94
11 103 20 103
18 171 38 171
29 141 57 141
40 172 44 172
16 63 52 63
15 25 20 25
31 157 44 157
53 59 61 59
3 144 26 144
11 32 33 32
4 53 42 53
46 165 59 165
3 101 34 101
35 36 52 36
33 21 59 21
3 13 60 13
32 180 38 180
19 65 53 65
0 130 20 130
6 20 43 20
6 134 39 134
25 31 49 31
7 98 54 98
23 167 51 167
4 14 14 14
22 120 54 120
47 10 60 10
43 33 55 33
0 130 47 130
36 61 44 61
19 121 52 121
5 15 56 15
18 6 33 6
15 79 20 79
17 70 58 70
16 81 51 81
12 179 44 179
32 105 44 105
0 3 43 3
32 125 42 125
21 99 35 99
27 13 56 13
42 114 46 114
22 204 35 204
35 26 55 26
27 106 46 106
12 169 44 169
2 140 50 140
1 170 44 170
8 54 22 54
26 34 40 34
14 97 42 97
35 136 59 136
6 13 60 13
1 95 26 95
1 27 19 27
30 90 39 90
1 172 38 172
22 132 60 132
35 139 42 139
12 54 58 54
6 55 11 55
5 77 48 77
8 93 9 93
3 130 43 130
10 61 41 61
24 41 32 41
15 170 50 170
34 0 40 0
21 10 44 10
51 199 53 199
10 5 42 5
33 16 54 16
4 126 9 126
8 165 28 165
42 32 43 32
7 90 59 90
2 6 35 6
23 150 50 150
22 141 43 141
31 246 52 246
4 110 20 110
8 55 16 55
9 54 25 54
6 146 19 146
22 93 59 93
12 99 13 99
14 32 26 32
23 13 58 13
32 57 37 57
40 53 58 53
29 3 52 3
39 3 55 3
58 187 60 187
18 41 45 41
32 46 59 46
1 188 46 188
16 136 40 136
0 221 57 221
42 23 60 23
49 207 53 207
1 98 10 98
51 52 58 52
4 216 52 216
22 9 54 9
2 58 8 58
30 56 36 56
41 113 44 113
8 105 22 105
14 37 44 37
4 82 49 82
2 53 45 53
20 115 40 115
40 87 54 87
17 20 18 20
30 105 59 105
22 19 31 19
8 53 46 53
4 114 39 114
23 19 32 19
46 160 53 160
11 27 38 27
25 6 61 6
0 30 54 30
3 28 42 28
22 32 59 32
19 2 39 2
38 106 49 106
8 10 61 10
38 103 57 103
39 54 50 54
51 28 54 28
8 53 20 53
27 9 41 9
17 166 37 166
13 104 41 104
18 59 33 59
18 48 31 48
36 16 53 16
15 190 54 190
16 15 26 15
50 73 54 73
9 107 56 107
13 63 38 63
34 109 36 109
10 132 22 132
55 48 58 48
5 22 45 22
13 60 46 60
38 13 61 13
30 202 61 202
12 195 34 195
11 7 40 7
13 69 32 69
1 74 9 74
20 5 25 5
0 123 34 123
42 128 53 128
13 44 54 44
30 238 60 238
5 13 38 13
59 131 59 131
4 27 60 27
18 79 58 79
3 83 56 83
52 53 57 53
12 33 33 33
6 144 26 144
2 53 21 53
15 6 31 6
3 128 43 128
44 39 55 39
27 83 48 83
29 138 30 138
20 103 29 103
11 9 21 9
16 128 58 128
10 132 13 132
10 14 29 14
54 122 58 122
17 174 51 174
17 21 39 21
25 93 40 93
17 31 22 31
15 93 59 93
18 181 26 181
2 28 18 28
30 91 46 91
17 37 34 37
47 221 50 221
35 129 50 129
11 177 20 177
14 29 22 29
39 179 59 179
24 62 57 62
33 12 40 12
7 104 41 104
0 150 60 150
21 69 51 69
7 189 54 189
11 57 61 57
22 44 53 44
10 136 13 136
31 132 52 132
47 0 61 0
32 45 33 45
20 184 27 184
30 78 33 78
48 52 48 52
7 30 23 30
1 38 51 38
20 13 34 13
13 31 38 31
0 3 27 3
34 78 44 78
10 103 40 103
31 57 47 57
7 112 29 112
22 51 56 51
39 198 57 198
19 11 46 11
10 141 50 141
22 201 29 201
6 224 31 224
21 102 40 102
4 64 52 64
50 141 56 141
23 143 44 143
51 49 51 49
46 40 60 40
50 28 50 28
17 60 44 60
17 68 24 68
7 142 16 142
21 8 32 8
49 229 49 229
13 62 13 62
9 86 34 86
12 132 30 132
15 80 23 80
14 109 39 109
10 19 20 19
11 5 56 5
0 83 15 83
7 3 32 3
22 36 41 36
11 21 57 21
27 71 57 71
60 248 60 248
24 93 37 93
4 46 60 46
13 152 42 152
353 50 128
30 39 47 39
42 4 110 4
321 6 321 6
1 23 34 23
52 26 344 26
80 32 168 32
61 5 318 5
133 10 244 10
81 14 227 14
17 17 75 17
199 12 220 12
73 3 167 3
105 39 109 39
124 6 212 6
262 26 270 26
17 31 246 31
166 8 202 8
161 28 233 28
168 21 191 21
112 9 312 9
37 4 199 4
79 13 288 13
84 43 177 43
45 24 227 24
295 13 317 13
41 31 95 31
133 30 225 30
194 27 198 27
52 3 338 3
11 3 92 3
68 7 259 7
249 4 314 4
133 12 309 12
21 19 325 19
49 6 308 6
323 3 330 3
96 7 197 7
45 14 178 14
131 19 336 19
34 11 227 11
153 0 263 0
12 21 149 21
34 10 173 10
3 0 108 0
298 6 351 6
11 45 311 45
168 5 290 5
113 30 125 30
163 3 261 3
55 0 334 0
170 17 269 17
101 38 315 38
111 13 228 13
204 41 299 41
101 34 342 34
163 0 203 0
90 17 340 17
83 45 94 45
15 17 206 17
5 7 295 7
62 3 233 3
34 43 36 43
228 0 306 0
69 2 307 2
210 4 320 4
161 5 164 5
42 27 264 27
128 25 222 25
159 21 202 21
169 3 347 3
24 6 160 6
45 0 227 0
167 14 347 14
112 11 197 11
100 29 228 29
202 41 208 41
0 35 261 35
126 2 150 2
128 3 144 3
63 13 100 13
139 6 163 6
152 12 194 12
70 11 270 11
139 8 142 8
222 30 263 30
247 36 313 36
117 11 198 11
5 1 225 1
111 13 128 13
104 21 311 21
11 9 319 9
70 14 231 14
100 18 337 18
67 18 298 18
299 12 344 12
23 22 67 22
252 2 339 2
28 10 107 10
210 5 236 5
44 15 230 15
51 21 131 21
30 7 100 7
110 37 322 37
238 29 239 29
203 43 290 43
18 30 288 30
96 6 254 6
2 22 259 22
158 13 236 13
20 43 277 43
259 2 265 2
195 43 254 43
3 20 348 20
40 38 73 38
182 2 221 2
114 20 136 20
149 10 209 10
257 8 332 8
221 37 262 37
209 6 337 6
167 25 205 25
121 18 176 18
66 4 113 4
70 27 106 27
135 40 241 40
251 41 264 41
300 11 307 11
153 10 206 10
755 449 92
57 241 582 241
83 15 127 15
61 274 656 274
252 56 555 56
19 54 114 54
253 55 646 55
250 66 722 66
193 3 713 3
50 101 645 101
48 339 414 339
89 48 145 48
297 49 324 49
292 259 633 259
557 329 613 329
228 11 447 11
129 242 573 242
487 204 738 204
451 115 719 115
179 98 575 98
34 145 350 145
279 245 281 245
131 26 433 26
393 102 412 102
11 15 256 15
86 187 529 187
217 418 459 418
609 225 747 225
92 97 244 97
304 1 541 1
123 143 204 143
97 28 709 28
410 119 422 119
35 138 115 138
343 138 394 138
301 25 700 25
209 122 563 122
459 49 514 49
372 42 543 42
246 9 310 9
517 279 558 279
156 2 346 2
339 159 493 159
117 93 168 93
168 224 729 224
189 44 537 44
565 69 670 69
418 184 724 184
640 254 733 254
139 130 285 130
106 118 303 118
397 271 512 271
12 177 295 177
97 46 493 46
456 31 655 31
4 330 687 330
307 69 539 69
602 263 697 263
310 72 627 72
554 44 718 44
30 9 682 9
418 60 614 60
588 197 589 197
484 219 634 219
115 116 641 116
473 67 518 67
677 84 698 84
507 129 592 129
3 398 702 398
25 86 445 86
379 27 495 27
144 205 224 205
222 206 408 206
1 122 542 122
43 12 223 12
137 102 256 102
197 126 605 126
14 211 264 211
336 113 598 113
730 29 740 29
26 116 203 116
40 117 726 117
687 127 752 127
121 152 496 152
239 71 275 71
85 74 450 74
359 381 492 381
446 198 545 198
132 189 246 189
46 177 243 177
626 36 719 36
211 96 695 96
413 214 648 214
888 96 428
167 26 188 26
295 67 619 67
587 31 719 31
293 8 548 8
226 5 811 5
43 12 574 12
215 18 842 18
53 68 792 68
86 28 265 28
463 37 616 37
556 24 866 24
172 7 615 7
605 30 718 30
383 21 444 21
117 45 492 45
609 17 626 17
373 15 495 15
293 57 520 57
673 19 861 19
342 53 378 53
352 75 852 75
682 4 789 4
176 50 429 50
21 48 546 48
62 52 237 52
691 30 812 30
468 11 865 11
555 10 555 10
82 57 199 57
401 0 423 0
481 20 617 20
276 14 588 14
613 33 763 33
446 33 879 33
36 2 247 2
52 15 537 15
349 11 610 11
353 6 707 6
49 58 300 58
259 76 329 76
446 9 874 9
510 0 522 0
66 66 787 66
745 4 866 4
221 80 272 80
0 51 686 51
264 65 596 65
405 21 870 21
475 7 840 7
431 17 460 17
224 5 748 5
185 4 404 4
634 17 768 17
140 60 588 60
426 32 558 32
445 56 807 56
75 26 451 26
116 70 234 70
699 36 879 36
184 20 646 20
10 8 434 8
49 67 171 67
134 57 491 57
412 55 421 55
185 8 602 8
504 62 513 62
274 32 499 32
33 36 817 36
356 13 642 13
96 31 257 31
262 67 445 67
378 38 741 38
458 3 459 3
178 3 418 3
16 18 333 18
82 6 382 6
60 8 442 8
558 36 699 36
352 5 711 5
338 10 740 10
480 33 790 33
497 27 621 27
68 42 553 42
41 43 785 43
398 5 690 5
397 66 610 66
177 36 384 36
33 20 526 20
154 2 358 2
381 11 389 11
262 9 401 9
115 10 394 10
256 64 878 64
156 51 218 51
519 36 712 36
387 10 776 10
283 49 406 49
53 19 830 19
618 31 845 31
94 25 641 25
587 13 628 13
80 24 458 24
396 13 751 13
39 10 250 10
604 57 813 57
345 6 580 6
314 36 478 36
146 13 677 13
266 17 341 17
233 21 355 21
130 50 496 50
76 24 496 24
223 14 553 14
86 29 393 29
163 21 880 21
692 68 746 68
158 17 574 17
160 17 237 17
619 32 755 32
145 12 336 12
258 3 545 3
79 43 743 43
805 15 824 15
3 52 349 52
381 5 507 5
227 14 414 14
638 49 719 49
373 39 842 39
3 19 89 19
459 2 739 2
258 7 535 7
632 34 722 34
724 7 771 7
301 5 757 5
443 4 606 4
595 28 664 28
275 35 732 35
853 23 887 23
46 20 308 20
681 17 778 17
188 44 822 44
473 26 567 26
155 41 174 41
669 50 855 50
702 11 865 11
33 17 107 17
120 33 498 33
39 25 138 25
309 2 658 2
389 11 564 11
52 36 581 36
398 80 754 80
451 68 452 68
434 17 457 17
98 19 816 19
140 17 536 17
253 18 861 18
534 1 839 1
257 19 296 19
132 86 796 86
283 0 782 0
135 63 144 63
130 27 865 27
429 30 876 30
36 26 327 26
219 36 522 36
372 18 704 18
303 15 729 15
188 3 191 3
386 34 520 34
186 13 228 13
240 25 395 25
217 46 555 46
454 3 467 3
278 11 547 11
111 3 455 3
622 62 654 62
0 64 93 64
63 52 245 52
101 0 580 0
647 26 684 26
257 2 789 2
367 20 613 20
239 6 516 6
280 66 580 66
197 41 562 41
300 11 613 11
195 16 640 16
397 26 399 26
284 60 407 60
837 1 853 1
709 81 867 81
265 20 291 20
122 58 149 58
693 7 694 7
22 49 595 49
290 10 451 10
15 1 353 1
70 37 584 37
22 45 595 45
44 66 805 66
437 46 775 46
196 66 245 66
739 0 741 0
555 18 647 18
449 56 550 56
127 75 654 75
278 51 304 51
262 6 599 6
284 19 618 19
157 73 248 73
90 21 416 21
327 7 349 7
160 15 391 15
714 8 850 8
299 18 708 18
513 49 718 49
476 26 870 26
47 62 747 62
390 41 435 41
304 1 554 1
680 56 811 56
349 10 887 10
124 24 734 24
426 0 506 0
270 0 752 0
63 34 822 34
267 16 598 16
426 22 779 22
59 59 643 59
70 40 77 40
664 74 756 74
321 3 773 3
79 33 80 33
383 3 509 3
92 2 205 2
14 6 829 6
448 73 836 73
89 49 439 49
39 19 668 19
183 32 289 32
382 35 390 35
511 13 727 13
420 27 632 27
553 41 766 41
115 10 247 10
445 52 670 52
17 26 601 26
551 5 867 5
72 17 561 17
20 14 342 14
268 12 827 12
213 63 483 63
19 42 77 42
614 9 754 9
78 18 747 18
72 25 440 25
312 1 522 1
167 21 641 21
680 9 878 9
288 18 685 18
4 4 74 4
213 1 512 1
587 38 858 38
255 11 635 11
508 11 857 11
0 38 449 38
72 1 179 1
347 49 743 49
772 42 861 42
275 29 579 29
187 2 672 2
43 35 242 35
86 15 620 15
77 1 645 1
18 46 31 46
614 5 807 5
325 80 700 80
278 31 378 31
224 38 558 38
89 55 766 55
758 18 776 18
183 79 288 79
201 81 701 81
34 60 174 60
120 30 228 30
280 26 534 26
176 16 220 16
49 2 875 2
514 39 597 39
363 37 812 37
100 65 506 65
69 45 396 45
296 1 581 1
39 72 739 72
397 43 688 43
159 2 853 2
470 17 663 17
118 27 586 27
36 27 101 27
295 54 457 54
338 14 377 14
322 8 775 8
283 1 466 1
27 2 774 2
515 59 797 59
102 19 522 19
244 16 743 16
71 51 337 51
81 9 346 9
24 4 473 4
235 35 717 35
85 32 725 32
652 58 670 58
126 69 501 69
398 25 536 25
501 24 765 24
525 30 793 30
362 2 579 2
29 0 822 0
322 11 761 11
0 33 117 33
329 21 410 21
148 29 855 29
533 25 804 25
656 9 871 9
550 11 864 11
756 21 863 21
607 21 763 21
185 11 403 11
87 16 872 16
525 62 850 62
260 66 424 66
197 41 712 41
644 0 798 0
358 54 448 54
109 27 184 27
212 30 616 30
252 31 416 31
361 1 547 1
163 17 659 17
586 17 781 17
71 69 821 69
185 25 653 25
172 42 270 42
664 25 783 25
179 27 212 27
141 12 286 12
46 24 396 24
191 24 523 24
197 22 445 22
360 27 796 27
581 4 765 4
41 29 159 29
228 90 416 90
77 26 95 26
676 47 877 47
375 5 867 5
548 24 559 24
243 37 248 37
667 49 795 49
177 53 389 53
117 37 578 37
136 80 457 80
732 30 738 30
502 19 731 19
256 21 456 21
54 43 308 43
36 18 404 18
447 65 628 65
173 67 699 67
367 84 794 84
292 11 577 11
535 23 631 23
16 55 468 55
115 14 864 14
135 43 577 43
177 84 228 84
431 9 771 9
247 4 537 4
226 33 780 33
522 54 769 54
331 41 879 41
205 79 463 79
59 79 82 79
136 14 329 14
304 64 816 64
775 41 819 41
91 5 283 5
451 20 516 20
365 67 836 67
147 33 186 33
89 56 544 56
251 50 307 50
459 11 787 11
4 22 668 22
85 41 318 41
172 17 271 17
86 19 324 19
476 5 859 5
29 5 174 5
213 42 583 42
373 49 556 49
9 53 775 53
190 46 577 46
8 45 800 45
784 38 851 38
432 30 609 30
491 87 640 87
88 30 277 30
350 21 589 21
244 45 546 45
787 40 797 40
161 21 805 21
106 20 290 20
555 3 752 3
258 2 449 2
207 55 575 55
593 69 771 69
611 32 875 32
53 46 278 46
609 70 786 70
150 14 443 14
126 54 372 54
623 54 835 54
269 34 844 34
420 7 559 7
514 10 764 10
54 376 655
5 171 37 171
10 46 39 46
26 136 47 136
37 126 43 126
16 71 36 71
38 217 48 217
46 207 49 207
6 25 23 25
29 125 38 125
13 273 50 273
5 185 19 185
1 110 18 110
9 321 14 321
6 127 14 127
4 17 23 17
8 31 12 31
2 78 39 78
49 93 51 93
24 128 46 128
0 73 32 73
8 44 35 44
9 142 39 142
33 53 35 53
40 181 43 181
19 235 36 235
25 309 52 309
7 327 15 327
15 169 43 169
7 166 45 166
44 128 53 128
27 348 31 348
2 59 35 59
0 147 26 147
8 208 11 208
20 119 36 119
0 105 20 105
0 365 11 365
5 25 22 25
25 240 48 240
18 172 49 172
3 209 40 209
26 237 47 237
44 258 50 258
4 33 16 33
8 260 16 260
20 208 50 208
4 56 12 56
6 11 53 11
11 194 21 194
9 66 30 66
22 162 39 162
28 123 42 123
9 86 43 86
12 46 21 46
32 9 39 9
41 18 53 18
30 106 50 106
12 47 14 47
17 129 35 129
4 23 10 23
21 226 24 226
17 45 38 45
25 3 46 3
10 122 10 122
22 106 48 106
42 269 47 269
10 268 24 268
4 87 16 87
0 122 15 122
13 168 47 168
16 354 35 354
25 193 32 193
31 319 44 319
40 20 51 20
44 68 49 68
24 296 50 296
5 32 42 32
36 173 40 173
19 55 45 55
24 40 37 40
12 23 53 23
8 196 28 196
3 309 53 309
22 56 36 56
30 15 37 15
8 95 35 95
17 45 53 45
3 67 13 67
6 69 13 69
5 30 15 30
15 35 41 35
7 129 25 129
16 50 26 50
6 187 23 187
6 234 40 234
19 65 41 65
22 280 45 280
16 213 37 213
26 214 33 214
2 84 46 84
0 8 31 8
43 44 47 44
19 84 33 84
38 173 41 173
20 163 25 163
7 43 24 43
22 102 50 102
9 172 22 172
20 101 32 101
32 320 47 320
13 71 34 71
47 78 47 78
42 74 50 74
37 101 48 101
21 24 52 24
18 92 18 92
5 55 13 55
12 83 34 83
48 221 50 221
3 285 51 285
37 168 52 168
12 207 53 207
19 296 40 296
20 53 26 53
8 205 11 205
18 186 22 186
23 99 36 99
36 181 50 181
40 286 43 286
2 82 28 82
24 139 38 139
8 14 35 14
28 13 39 13
9 130 34 130
21 250 45 250
10 13 28 13
27 54 50 54
14 7 49 7
34 63 41 63
25 157 41 157
12 192 46 192
27 97 32 97
21 9 25 9
28 149 48 149
9 14 44 14
1 114 12 114
35 73 36 73
12 198 27 198
2 175 21 175
46 209 47 209
12 78 42 78
14 105 22 105
20 100 25 100
24 274 30 274
47 72 52 72
38 82 44 82
23 26 30 26
33 5 37 5
48 146 49 146
0 8 47 8
14 84 46 84
23 60 50 60
23 149 53 149
20 125 25 125
40 57 53 57
12 69 41 69
21 69 53 69
25 69 52 69
1 57 28 57
14 39 52 39
46 195 50 195
28 30 41 30
15 38 48 38
11 163 34 163
12 59 51 59
17 60 26 60
13 98 23 98
20 339 31 339
14 265 18 265
1 5 23 5
4 196 9 196
34 121 44 121
25 114 32 114
3 36 20 36
38 14 42 14
1 286 39 286
41 200 50 200
0 129 33 129
21 81 37 81
8 234 15 234
6 102 10 102
7 42 34 42
7 2 38 2
42 181 46 181
2 105 22 105
21 32 34 32
10 48 15 48
21 118 52 118
16 63 49 63
32 178 47 178
17 45 34 45
6 295 42 295
6 23 42 23
29 307 47 307
18 132 20 132
3 151 17 151
30 125 30 125
2 44 15 44
3 59 37 59
13 155 41 155
35 32 53 32
2 294 12 294
15 120 33 120
25 166 51 166
14 274 37 274
4 151 25 151
30 145 52 145
14 123 48 123
7 65 38 65
2 115 23 115
44 274 48 274
2 52 30 52
0 64 15 64
23 114 27 114
22 31 27 31
8 221 15 221
2 50 42 50
11 79 41 79
4 97 26 97
34 190 46 190
3 122 38 122
25 51 26 51
14 256 19 256
0 92 41 92
35 132 49 132
6 21 23 21
37 179 40 179
1 200 51 200
2 25 8 25
6 71 8 71
22 109 42 109
21 248 37 248
3 217 38 217
4 95 20 95
20 132 28 132
1 35 50 35
30 91 48 91
0 85 22 85
42 6 51 6
29 32 42 32
15 77 35 77
12 254 38 254
24 22 33 22
7 73 53 73
29 173 50 173
34 117 34 117
4 101 49 101
5 133 27 133
2 247 26 247
4 31 26 31
7 277 32 277
50 299 52 299
3 121 38 121
22 52 41 52
2 294 11 294
5 225 17 225
10 332 44 332
5 108 49 108
41 134 53 134
21 114 39 114
4 17 30 17
23 86 25 86
6 47 34 47
13 128 44 128
10 165 37 165
1 239 29 239
5 4 41 4
11 38 45 38
16 99 29 99
3 197 10 197
10 26 47 26
8 21 29 21
17 67 52 67
18 65 49 65
7 127 24 127
14 4 45 4
11 88 50 88
34 195 40 195
45 118 49 118
13 309 50 309
17 99 30 99
42 307 48 307
19 48 49 48
45 150 47 150
18 45 33 45
3 63 28 63
31 6 34 6
0 38 18 38
6 119 18 119
33 14 35 14
18 94 24 94
18 235 44 235
12 137 39 137
10 3 42 3
13 237 43 237
21 15 53 15
5 170 37 170
9 138 14 138
27 83 31 83
5 115 18 115
45 162 48 162
32 14 48 14
10 109 36 109
30 161 44 161
21 70 27 70
48 3 52 3
42 109 44 109
13 91 25 91
17 179 28 179
23 13 29 13
5 66 48 66
28 215 47 215
11 47 23 47
5 29 43 29
12 28 53 28
45 132 47 132
4 20 5 20
23 181 37 181
7 190 9 190
26 265 47 265
1 152 5 152
53 127 53 127
7 52 53 52
0 159 50 159
11 69 18 69
10 24 35 24
25 25 37 25
19 158 50 158
8 26 42 26
29 220 50 220
33 38 50 38
0 231 42 231
10 35 40 35
8 39 11 39
8 88 33 88
35 28 40 28
38 149 49 149
5 74 11 74
4 202 18 202
17 6 31 6
8 194 34 194
15 2 27 2
8 14 18 14
17 239 31 239
31 348 45 348
34 31 50 31
13 240 47 240
3 112 11 112
35 235 42 235
6 178 29 178
5 258 45 258
5 362 40 362
8 218 10 218
23 7 29 7
28 170 35 170
9 17 27 17
30 30 33 30
23 71 32 71
38 114 46 114
10 72 36 72
20 283 53 283
2 15 3 15
8 87 29 87
24 220 52 220
22 299 53 299
1 78 16 78
24 246 52 246
2 156 4 156
31 240 44 240
11 138 11 138
25 74 41 74
12 175 32 175
33 35 48 35
5 33 11 33
5 49 27 49
26 269 30 269
31 319 46 319
15 54 21 54
14 228 39 228
25 31 50 31
16 150 47 150
15 143 40 143
4 122 44 122
47 137 51 137
2 22 20 22
32 311 51 311
13 114 28 114
1 73 51 73
0 172 23 172
4 41 15 41
22 187 42 187
16 246 48 246
13 148 46 148
17 111 20 111
7 23 39 23
20 212 35 212
10 25 22 25
22 68 25 68
19 181 53 181
31 67 32 67
23 157 27 157
18 295 48 295
5 171 21 171
8 19 37 19
23 230 40 230
30 63 46 63
24 41 40 41
3 187 38 187
9 100 10 100
10 203 40 203
32 45 36 45
12 108 50 108
6 107 49 107
8 108 46 108
12 137 27 137
34 261 51 261
8 240 13 240
1 91 25 91
33 305 43 305
28 79 36 79
16 272 50 272
19 170 33 170
20 75 50 75
2 120 24 120
4 88 52 88
17 316 48 316
26 151 39 151
14 212 17 212
4 280 12 280
14 57 14 57
30 102 48 102
2 198 29 198
3 195 10 195
1 320 24 320
12 292 39 292
25 189 28 189
25 201 48 201
30 2 51 2
5 43 34 43
6 4 16 4
6 13 29 13
32 47 48 47
5 139 36 139
37 285 48 285
36 31 53 31
18 116 32 116
7 175 13 175
8 293 33 293
17 210 26 210
7 12 27 12
7 17 9 17
49 13 53 13
1 27 3 27
16 165 34 165
15 47 35 47
1 135 17 135
10 251 15 251
25 61 52 61
24 121 50 121
31 76 31 76
32 118 52 118
47 128 49 128
3 236 37 236
10 29 11 29
12 152 51 152
17 104 51 104
19 31 33 31
4 168 41 168
8 18 45 18
8 137 12 137
29 195 52 195
8 31 46 31
22 70 44 70
3 7 30 7
51 86 52 86
35 151 37 151
23 60 36 60
42 1 48 1
39 103 42 103
15 64 27 64
0 9 15 9
17 206 28 206
3 238 44 238
5 22 32 22
35 149 40 149
23 31 30 31
2 281 32 281
17 221 31 221
38 66 40 66
0 208 29 208
34 53 48 53
4 84 35 84
7 82 45 82
22 112 36 112
34 30 51 30
6 345 19 345
10 262 15 262
28 29 50 29
39 164 53 164
6 113 52 113
27 325 49 325
4 260 23 260
13 30 36 30
21 101 51 101
25 155 43 155
31 40 43 40
43 252 52 252
9 125 46 125
12 49 33 49
38 87 49 87
11 265 18 265
10 117 39 117
32 92 34 92
9 0 19 0
10 75 27 75
1 44 45 44
19 72 23 72
11 128 23 128
37 16 45 16
10 92 30 92
11 46 18 46
41 320 45 320
9 82 32 82
34 30 40 30
26 23 45 23
29 72 33 72
27 231 27 231
28 171 43 171
43 338 51 338
30 173 46 173
17 46 36 46
5 311 9 311
29 28 30 28
3 86 47 86
40 118 41 118
29 191 39 191
8 36 14 36
18 103 37 103
0 35 14 35
17 76 52 76
16 103 40 103
31 31 50 31
12 251 31 251
22 117 41 117
15 189 49 189
33 30 44 30
11 275 27 275
33 155 52 155
31 71 46 71
27 219 50 219
13 26 19 26
1 345 36 345
49 40 50 40
8 73 26 73
38 33 43 33
0 110 14 110
17 36 21 36
1 148 46 148
33 277 52 277
