Case 1
   Query 189: 0
   Query 190: 672
   Query 191: 720
   Query 192: 480
   Query 193: 876
   Query 194: 201
   Query 195: 768
   Query 196: 144
   Query 197: 312
   Query 198: 51
   Query 199: 522
   Query 200: 8
   Query 201: 162
   Query 202: 42
   Query 203: 288
   Query 204: 828
   Query 205: 219
   Query 206: 600
   Query 207: 690
   Query 208: 744
   Query 209: 144
   Query 210: 888
   Query 211: 828
   Query 212: 576
   Query 213: 254
   Query 214: 96
   Query 215: 48
   Query 216: 828
   Query 217: 156
   Query 218: 828
   Query 219: 804
   Query 220: 828
   Query 221: 711
   Query 222: 576
   Query 223: 30
   Query 224: 216
   Query 225: 177
   Query 226: 144
   Query 227: 102
   Query 228: 239
   Query 229: 285
   Query 230: 576
   Query 231: 720
   Query 232: 600
   Query 233: 30
   Query 234: 6
   Query 235: 600
   Query 236: 696
   Query 237: 360
   Query 238: 800
   Query 239: 12
   Query 240: 96
   Query 241: 774
   Query 242: 0
   Query 243: 672
   Query 244: 720
   Query 245: 576
   Query 246: 744
   Query 247: 816
   Query 248: 720
   Query 249: 900
   Query 250: 726
   Query 251: 288
   Query 252: 576
   Query 253: 600
   Query 254: 372
   Query 255: 288
   Query 256: 768
   Query 257: 12
   Query 258: 696
   Query 259: 252
   Query 260: 216
   Query 261: 42
   Query 262: 144
   Query 263: 102
   Query 264: 54
   Query 265: 144
   Query 266: 330
   Query 267: 132
   Query 268: 828
   Query 269: 792
   Query 270: 192
   Query 271: 96
   Query 272: 555
   Query 273: 18
   Query 274: 900
   Query 275: 48
   Query 276: 280
   Query 277: 0
   Query 278: 48
   Query 279: 684
   Query 280: 192
   Query 281: 684
   Query 282: 0
   Query 283: 192
   Query 284: 84
   Query 285: 678
   Query 286: 384
   Query 287: 369
   Query 288: 288
   Query 289: 432
   Query 290: 672
   Query 291: 684
   Query 292: 600
   Query 293: 676
   Query 294: 264
   Query 295: 543
   Query 296: 216
   Query 297: 240
   Query 298: 792
   Query 299: 489
   Query 300: 276
   Query 301: 804
   Query 302: 867
   Query 303: 804
   Query 304: 564
   Query 305: 300
   Query 306: 144
   Query 307: 447
   Query 308: 30
   Query 309: 900
   Query 310: 885
   Query 311: 144
   Query 312: 132
   Query 313: 648
   Query 314: 492
   Query 315: 600
   Query 316: 594
   Query 317: 216
   Query 318: 885
   Query 319: 0
   Query 320: 399
   Query 321: 750
   Query 322: 576
   Query 323: 144
   Query 324: 780
   Query 325: 504
   Query 326: 885
   Query 327: 480
   Query 328: 426
   Query 329: 336
   Query 330: 144
   Query 331: 486
   Query 332: 612
   Query 333: 414
   Query 334: 30
   Query 335: 0
   Query 336: 510
   Query 337: 600
   Query 338: 660
   Query 339: 108
   Query 340: 828
   Query 341: 336
   Query 342: 528
   Query 343: 474
   Query 344: 336
   Query 345: 144
   Query 346: 480
   Query 347: 756
   Query 348: 192
   Query 349: 252
   Query 350: 786
   Query 351: 372
   Query 352: 768
   Query 353: 552
   Query 354: 880
   Query 355: 576
   Query 356: 144
   Query 357: 144
   Query 358: 720
   Query 359: 696
   Query 360: 384
   Query 361: 240
   Query 362: 300
   Query 363: 834
   Query 364: 96
   Query 365: 372
   Query 366: 0
   Query 367: 581
   Query 368: 324
   Query 369: 54
   Query 370: 48
   Query 371: 828
   Query 372: 144
   Query 373: 576
   Query 374: 666
   Query 375: 240
   Query 376: 54
   Query 377: 306
   Query 378: 324
   Query 379: 888
   Query 380: 600
   Query 381: 600
   Query 382: 384
   Query 383: 576
   Query 384: 600
   Query 385: 336
   Query 386: 684
   Query 387: 480
   Query 388: 334
   Query 389: 816
   Query 390: 384
   Query 391: 24
   Query 392: 816
   Query 393: 372
   Query 394: 334
   Query 395: 840
   Query 396: 480
   Query 397: 144
   Query 398: 792
   Query 399: 819
   Query 400: 342
   Query 401: 228
   Query 402: 276
   Query 403: 600
   Query 404: 768
   Query 405: 486
   Query 406: 144
   Query 407: 612
   Query 408: 258
   Query 409: 276
   Query 410: 714
   Query 411: 615
   Query 412: 720
   Query 413: 432
   Query 414: 30
   Query 415: 684
   Query 416: 636
   Query 417: 372
   Query 418: 270
   Query 419: 447
   Query 420: 864
   Query 421: 372
   Query 422: 744
   Query 423: 144
   Query 424: 336
   Query 425: 144
   Query 426: 564
   Query 427: 72
   Query 428: 600
   Query 429: 174
   Query 430: 144
   Query 431: 285
   Query 432: 714
   Query 433: 372
   Query 434: 375
   Query 435: 660
   Query 436: 144
   Query 437: 852
   Query 438: 288
   Query 439: 330
   Query 440: 48
   Query 441: 372
   Query 442: 816
   Query 443: 456
   Query 444: 144
   Query 445: 543
   Query 446: 456
   Query 447: 144
   Query 448: 600
   Query 449: 900
   Query 450: 600
   Query 451: 96
   Query 452: 714
   Query 453: 810
   Query 454: 480
   Query 455: 720
   Query 456: 240
   Query 457: 24
   Query 458: 600
   Query 459: 336
   Query 460: 432
   Query 461: 144
   Query 462: 846
   Query 463: 468
   Query 464: 144
   Query 465: 156
   Query 466: 486
   Query 467: 906
   Query 468: 900
   Query 469: 0
   Query 470: 864
   Query 471: 696
   Query 472: 543
   Query 473: 456
   Query 474: 18
   Query 475: 60
   Query 476: 144
   Query 477: 798
   Query 478: 780
   Query 479: 432
   Query 480: 720
   Query 481: 900
   Query 482: 144
   Query 483: 676
   Query 484: 504
   Query 485: 108
   Query 486: 780
   Query 487: 192
   Query 488: 258
   Query 489: 828
   Query 490: 543
   Query 491: 576
   Query 492: 84
   Query 493: 801
   Query 494: 594
   Query 495: 408
   Query 496: 90
   Query 497: 144
   Query 498: 672
   Query 499: 144
   Query 500: 600
   Query 501: 252
   Query 502: 486
   Query 503: 584
   Query 504: 876
   Query 505: 480
   Query 506: 42
   Query 507: 432
   Query 508: 852
   Query 509: 626
   Query 510: 144
   Query 511: 144
   Query 512: 320
   Query 513: 144
   Query 514: 240
   Query 515: 789
   Query 516: 228
   Query 517: 768
   Query 518: 32
   Query 519: 144
   Query 520: 120
   Query 521: 762
   Query 522: 600
   Query 523: 291
   Query 524: 0
   Query 525: 384
   Query 526: 858
   Query 527: 432
   Query 528: 0
   Query 529: 324
   Query 530: 360
   Query 531: 540
   Query 532: 486
   Query 533: 600
   Query 534: 0
   Query 535: 48
   Query 536: 612
   Query 537: 714
   Query 538: 102
   Query 539: 588
   Query 540: 723
   Query 541: 0
   Query 542: 672
   Query 543: 720
   Query 544: 30
   Query 545: 192
   Query 546: 444
   Query 547: 816
   Query 548: 660
   Query 549: 270
   Query 550: 192
   Query 551: 372
   Query 552: 288
   Query 553: 756
   Query 554: 120
   Query 555: 144
   Query 556: 771
   Query 557: 204
   Query 558: 888
   Query 559: 486
   Query 560: 0
   Query 561: 376
   Query 562: 96
   Query 563: 513
   Query 564: 542
   Query 565: 885
   Query 566: 444
   Query 567: 432
   Query 568: 840
   Query 569: 612
   Query 570: 576
   Query 571: 768
   Query 572: 96
   Query 573: 144
   Query 574: 216
   Query 575: 828
   Query 576: 258
   Query 577: 780
   Query 578: 282
   Query 579: 240
   Query 580: 126
   Query 581: 102
   Query 582: 372
   Query 583: 300
   Query 584: 372
   Query 585: 336
   Query 586: 288
   Query 587: 486
   Query 588: 144
   Query 589: 840
   Query 590: 480
   Query 591: 768
   Query 592: 588
   Query 593: 144
   Query 594: 816
   Query 595: 792
   Query 596: 768
   Query 597: 528
   Query 598: 42
   Query 599: 600
   Query 600: 476
   Query 601: 828
   Query 602: 324
   Query 603: 114
   Query 604: 768
   Query 605: 852
   Query 606: 96
   Query 607: 384
   Query 608: 228
   Query 609: 510
   Query 610: 396
   Query 611: 852
   Query 612: 342
   Query 613: 108
   Query 614: 852
   Query 615: 288
   Query 616: 168
   Query 617: 384
   Query 618: 144
   Query 619: 448
   Query 620: 208
   Query 621: 66
   Query 622: 132
   Query 623: 249
   Query 624: 672
   Query 625: 456
   Query 626: 144
   Query 627: 372
   Query 628: 24
   Query 629: 144
   Query 630: 30
   Query 631: 600
   Query 632: 600
   Query 633: 0
   Query 634: 42
   Query 635: 246
   Query 636: 600
   Query 637: 543
   Query 638: 120
   Query 639: 876
   Query 640: 816
   Query 641: 501
   Query 642: 480
   Query 643: 144
   Query 644: 864
   Query 645: 60
   Query 646: 600
   Query 647: 90
   Query 648: 600
   Query 649: 429
   Query 650: 336
   Query 651: 336
   Query 652: 201
   Query 653: 592
   Query 654: 612
   Query 655: 288
   Query 656: 816
   Query 657: 816
   Query 658: 720
   Query 659: 0
   Query 660: 144
   Query 661: 144
   Query 662: 144
   Query 663: 144
   Query 664: 858
   Query 665: 906
   Query 666: 600
   Query 667: 144
   Query 668: 600
   Query 669: 624
   Query 670: 900
   Query 671: 828
   Query 672: 192
   Query 673: 828
   Query 674: 684
   Query 675: 696
   Query 676: 168
   Query 677: 144
   Query 678: 600
   Query 679: 372
   Query 680: 744
   Query 681: 0
   Query 682: 144
   Query 683: 432
   Query 684: 600
   Query 685: 144
   Query 686: 120
   Query 687: 96
   Query 688: 672
   Query 689: 600
   Query 690: 144
   Query 691: 600
   Query 692: 600
   Query 693: 216
   Query 694: 258
   Query 695: 828
   Query 696: 144
   Query 697: 258
   Query 698: 312
   Query 699: 828
   Query 700: 828
   Query 701: 48
   Query 702: 672
   Query 703: 720
   Query 704: 330
   Query 705: 714
   Query 706: 132
   Query 707: 192
   Query 708: 828
   Query 709: 72
   Query 710: 600
   Query 711: 99
   Query 712: 192
   Query 713: 0
   Query 714: 144
   Query 715: 288
   Query 716: 96
   Query 717: 432
   Query 718: 828
   Query 719: 48
   Query 720: 627
   Query 721: 543
   Query 722: 0
   Query 723: 0
   Query 724: 0
   Query 725: 456
   Query 726: 144
   Query 727: 486
   Query 728: 252
   Query 729: 816
   Query 730: 192
   Query 731: 900
   Query 732: 666
   Query 733: 600
   Query 734: 840
   Query 735: 144
   Query 736: 264
   Query 737: 96
   Query 738: 600
   Query 739: 600
   Query 740: 771
   Query 741: 0
   Query 742: 144
   Query 743: 372
   Query 744: 48
   Query 745: 384
   Query 746: 648
   Query 747: 144
   Query 748: 855
   Query 749: 252
   Query 750: 558
   Query 751: 684
   Query 752: 144
   Query 753: 904
   Query 754: 336
   Query 755: 108
   Query 756: 144
   Query 757: 144
   Query 758: 888
   Query 759: 750
   Query 760: 600
   Query 761: 736
   Query 762: 144
   Query 763: 96
   Query 764: 720
   Query 765: 144
   Query 766: 168
   Query 767: 768
   Query 768: 714
   Query 769: 600
   Query 770: 672
   Query 771: 435
   Query 772: 432
   Query 773: 144
   Query 774: 570
   Query 775: 192
   Query 776: 378
   Query 777: 834
   Query 778: 486
   Query 779: 619
   Query 780: 624
   Query 781: 402
   Query 782: 384
   Query 783: 600
   Query 784: 240
   Query 785: 144
   Query 786: 336
   Query 787: 96
   Query 788: 672
   Query 789: 108
   Query 790: 372
   Query 791: 144
   Query 792: 384
   Query 793: 834
   Query 794: 708
   Query 795: 144
   Query 796: 600
   Query 797: 432
   Query 798: 432
   Query 799: 372
   Query 800: 324
   Query 801: 900
   Query 802: 96
   Query 803: 388
   Query 804: 504
   Query 805: 144
   Query 806: 201
   Query 807: 600
   Query 808: 144
   Query 809: 600
   Query 810: 903
   Query 811: 48
   Query 812: 720
   Query 813: 456
   Query 814: 849
   Query 815: 153
   Query 816: 336
   Query 817: 888
   Query 818: 168
   Query 819: 600
   Query 820: 114
   Query 821: 36
   Query 822: 888
   Query 823: 828
   Query 824: 744
   Query 825: 720
   Query 826: 608
   Query 827: 672
   Query 828: 180
   Query 829: 456
   Query 830: 693
   Query 831: 390
   Query 832: 828
   Query 833: 144
   Query 834: 826
   Query 835: 96
   Query 836: 444
   Query 837: 201
   Query 838: 600
   Query 839: 570
   Query 840: 12
   Query 841: 408
   Query 842: 60
   Query 843: 372
   Query 844: 324
   Query 845: 396
   Query 846: 30
   Query 847: 48
   Query 848: 483
   Query 849: 828
   Query 850: 880
   Query 851: 324
   Query 852: 714
   Query 853: 817
   Query 854: 528
   Query 855: 144
   Query 856: 24
   Query 857: 888
   Query 858: 513
   Query 859: 624
   Query 860: 560
   Query 861: 522
   Query 862: 828
   Query 863: 201
   Query 864: 768
   Query 865: 258
   Query 866: 336
   Query 867: 288
   Query 868: 236
   Query 869: 798
   Query 870: 372
   Query 871: 0
   Query 872: 588
   Query 873: 852
   Query 874: 372
   Query 875: 456
   Query 876: 144
   Query 877: 164
   Query 878: 720
   Query 879: 600
   Query 880: 120
   Query 881: 633
   Query 882: 816
   Query 883: 372
   Query 884: 600
   Query 885: 144
   Query 886: 267
   Query 887: 672
   Query 888: 240
   Query 889: 420
   Query 890: 336
   Query 891: 296
   Query 892: 372
   Query 893: 432
   Query 894: 144
   Query 895: 906
   Query 896: 512
   Query 897: 828
   Query 898: 792
   Query 899: 297
   Query 900: 864
   Query 901: 372
   Query 902: 234
   Query 903: 744
   Query 904: 408
   Query 905: 420
   Query 906: 0
   Query 907: 342
   Query 908: 792
   Query 909: 288
   Query 910: 624
   Query 911: 828
   Query 912: 768
   Query 913: 744
   Query 914: 852
   Query 915: 180
   Query 916: 828
   Query 917: 144
   Query 918: 564
   Query 919: 600
   Query 920: 456
   Query 921: 600
   Query 922: 360
   Query 923: 0
   Query 924: 144
   Query 925: 523
   Query 926: 96
   Query 927: 480
Case 10
   Query 1: 528
   Query 2: 500
   Query 3: 576
   Query 4: 360
   Query 5: 624
   Query 6: 336
   Query 7: 576
   Query 8: 576
   Query 9: 576
   Query 10: 480
   Query 11: 720
   Query 12: 468
   Query 13: 576
   Query 14: 768
   Query 15: 720
   Query 16: 456
   Query 17: 384
   Query 18: 816
   Query 19: 882
   Query 20: 852
   Query 21: 720
   Query 22: 768
   Query 23: 768
   Query 24: 720
   Query 25: 894
   Query 26: 576
   Query 27: 552
   Query 28: 240
   Query 29: 576
   Query 30: 528
   Query 31: 348
   Query 32: 640
   Query 33: 848
   Query 34: 224
   Query 35: 624
   Query 36: 96
   Query 37: 528
   Query 38: 0
   Query 39: 408
   Query 40: 192
   Query 41: 144
   Query 42: 780
   Query 43: 456
   Query 44: 72
   Query 45: 576
   Query 46: 708
   Query 47: 240
   Query 48: 516
   Query 49: 72
   Query 50: 496
   Query 51: 414
   Query 52: 54
   Query 53: 24
   Query 54: 192
   Query 55: 480
   Query 56: 576
   Query 57: 228
   Query 58: 0
   Query 59: 600
   Query 60: 880
   Query 61: 300
   Query 62: 144
   Query 63: 672
   Query 64: 336
   Query 65: 120
   Query 66: 444
   Query 67: 888
   Query 68: 642
   Query 69: 816
   Query 70: 48
   Query 71: 240
   Query 72: 816
   Query 73: 384
   Query 74: 528
   Query 75: 694
   Query 76: 732
   Query 77: 0
   Query 78: 252
   Query 79: 0
   Query 80: 768
   Query 81: 0
   Query 82: 528
   Query 83: 880
   Query 84: 96
   Query 85: 672
   Query 86: 672
   Query 87: 348
   Query 88: 219
   Query 89: 576
   Query 90: 369
   Query 91: 603
   Query 92: 192
   Query 93: 576
   Query 94: 9
   Query 95: 705
   Query 96: 144
   Query 97: 564
   Query 98: 624
   Query 99: 48
   Query 100: 264
   Query 101: 528
   Query 102: 312
   Query 103: 846
   Query 104: 468
   Query 105: 120
   Query 106: 348
   Query 107: 720
   Query 108: 258
   Query 109: 768
   Query 110: 48
   Query 111: 732
   Query 112: 96
   Query 113: 816
   Query 114: 480
   Query 115: 336
   Query 116: 624
   Query 117: 336
   Query 118: 576
   Query 119: 255
   Query 120: 888
   Query 121: 128
   Query 122: 464
   Query 123: 48
   Query 124: 888
   Query 125: 336
   Query 126: 240
   Query 127: 624
   Query 128: 438
   Query 129: 384
   Query 130: 288
   Query 131: 552
   Query 132: 864
   Query 133: 624
   Query 134: 576
   Query 135: 312
   Query 136: 384
   Query 137: 741
   Query 138: 672
   Query 139: 96
   Query 140: 768
   Query 141: 198
   Query 142: 672
   Query 143: 672
   Query 144: 448
   Query 145: 804
   Query 146: 816
   Query 147: 528
   Query 148: 720
   Query 149: 0
   Query 150: 528
   Query 151: 552
   Query 152: 0
   Query 153: 192
   Query 154: 27
   Query 155: 768
   Query 156: 0
   Query 157: 192
   Query 158: 768
   Query 159: 48
   Query 160: 732
   Query 161: 372
   Query 162: 609
   Query 163: 768
   Query 164: 792
   Query 165: 783
   Query 166: 336
   Query 167: 330
   Query 168: 285
   Query 169: 720
   Query 170: 96
   Query 171: 768
   Query 172: 576
   Query 173: 840
   Query 174: 384
   Query 175: 736
   Query 176: 288
   Query 177: 408
   Query 178: 528
   Query 179: 690
   Query 180: 882
   Query 181: 120
   Query 182: 264
   Query 183: 48
   Query 184: 816
   Query 185: 678
   Query 186: 128
   Query 187: 120
   Query 188: 690
   Query 189: 240
   Query 190: 48
   Query 191: 0
   Query 192: 144
   Query 193: 624
   Query 194: 656
   Query 195: 816
   Query 196: 432
   Query 197: 624
   Query 198: 528
   Query 199: 624
   Query 200: 690
   Query 201: 558
   Query 202: 192
   Query 203: 336
   Query 204: 84
   Query 205: 624
   Query 206: 744
   Query 207: 396
   Query 208: 240
   Query 209: 384
   Query 210: 576
   Query 211: 384
   Query 212: 624
   Query 213: 0
   Query 214: 762
   Query 215: 336
   Query 216: 816
   Query 217: 240
   Query 218: 576
   Query 219: 468
   Query 220: 300
   Query 221: 78
   Query 222: 882
   Query 223: 579
   Query 224: 804
   Query 225: 804
   Query 226: 858
   Query 227: 144
   Query 228: 472
   Query 229: 384
   Query 230: 96
   Query 231: 810
   Query 232: 96
   Query 233: 576
   Query 234: 336
   Query 235: 438
   Query 236: 504
   Query 237: 432
   Query 238: 576
   Query 239: 624
   Query 240: 432
   Query 241: 864
   Query 242: 288
   Query 243: 192
   Query 244: 768
   Query 245: 768
   Query 246: 240
   Query 247: 768
   Query 248: 108
   Query 249: 348
   Query 250: 582
   Query 251: 384
   Query 252: 144
   Query 253: 792
   Query 254: 834
   Query 255: 672
   Query 256: 48
   Query 257: 144
   Query 258: 528
   Query 259: 6
   Query 260: 168
   Query 261: 272
   Query 262: 120
   Query 263: 648
   Query 264: 576
   Query 265: 0
   Query 266: 864
   Query 267: 288
   Query 268: 0
   Query 269: 564
   Query 270: 480
   Query 271: 480
   Query 272: 624
   Query 273: 24
   Query 274: 60
   Query 275: 0
   Query 276: 96
   Query 277: 48
   Query 278: 672
   Query 279: 120
   Query 280: 768
   Query 281: 576
   Query 282: 264
   Query 283: 492
   Query 284: 624
   Query 285: 768
   Query 286: 432
   Query 287: 336
   Query 288: 336
   Query 289: 540
   Query 290: 340
   Query 291: 864
   Query 292: 432
   Query 293: 576
   Query 294: 864
   Query 295: 120
   Query 296: 528
   Query 297: 576
   Query 298: 756
   Query 299: 6
   Query 300: 600
   Query 301: 384
   Query 302: 528
   Query 303: 180
   Query 304: 840
   Query 305: 144
   Query 306: 168
   Query 307: 576
   Query 308: 192
   Query 309: 267
   Query 310: 672
   Query 311: 252
   Query 312: 264
   Query 313: 480
   Query 314: 792
   Query 315: 0
   Query 316: 96
   Query 317: 768
   Query 318: 216
   Query 319: 768
   Query 320: 864
   Query 321: 192
   Query 322: 576
   Query 323: 804
   Query 324: 540
   Query 325: 516
   Query 326: 120
   Query 327: 624
   Query 328: 240
   Query 329: 240
   Query 330: 816
   Query 331: 456
   Query 332: 432
   Query 333: 432
   Query 334: 576
   Query 335: 432
   Query 336: 240
   Query 337: 45
   Query 338: 456
   Query 339: 453
   Query 340: 540
   Query 341: 552
   Query 342: 696
   Query 343: 216
   Query 344: 63
   Query 345: 528
   Query 346: 576
   Query 347: 864
   Query 348: 120
   Query 349: 888
   Query 350: 366
   Query 351: 348
   Query 352: 72
   Query 353: 624
   Query 354: 144
   Query 355: 84
   Query 356: 192
   Query 357: 456
   Query 358: 720
   Query 359: 72
   Query 360: 444
   Query 361: 48
   Query 362: 720
   Query 363: 324
   Query 364: 732
   Query 365: 336
   Query 366: 96
   Query 367: 576
   Query 368: 0
   Query 369: 336
Case 11
   Query 1: 158
   Query 2: 160
   Query 3: 76
   Query 4: 665
   Query 5: 513
   Query 6: 209
   Query 7: 212
   Query 8: 304
   Query 9: 475
   Query 10: 570
   Query 11: 817
   Query 12: 76
   Query 13: 396
   Query 14: 703
   Query 15: 676
   Query 16: 475
   Query 17: 532
   Query 18: 706
   Query 19: 692
   Query 20: 814
   Query 21: 292
   Query 22: 114
   Query 23: 36
   Query 24: 158
   Query 25: 266
   Query 26: 57
   Query 27: 19
   Query 28: 436
   Query 29: 133
   Query 30: 133
   Query 31: 304
   Query 32: 706
   Query 33: 798
   Query 34: 266
   Query 35: 892
   Query 36: 804
   Query 37: 439
   Query 38: 114
   Query 39: 798
   Query 40: 760
   Query 41: 532
   Query 42: 228
   Query 43: 376
   Query 44: 76
   Query 45: 457
   Query 46: 235
   Query 47: 148
   Query 48: 76
   Query 49: 152
   Query 50: 304
   Query 51: 285
   Query 52: 196
   Query 53: 532
   Query 54: 703
   Query 55: 798
   Query 56: 836
   Query 57: 114
   Query 58: 492
   Query 59: 323
   Query 60: 760
   Query 61: 826
   Query 62: 684
   Query 63: 532
   Query 64: 790
   Query 65: 305
   Query 66: 12
   Query 67: 315
   Query 68: 323
   Query 69: 438
   Query 70: 821
   Query 71: 843
   Query 72: 700
   Query 73: 741
   Query 74: 64
   Query 75: 552
   Query 76: 19
   Query 77: 95
   Query 78: 361
   Query 79: 589
   Query 80: 114
   Query 81: 280
   Query 82: 513
   Query 83: 26
   Query 84: 124
   Query 85: 266
   Query 86: 456
   Query 87: 760
   Query 88: 76
   Query 89: 76
   Query 90: 654
   Query 91: 608
   Query 92: 76
   Query 93: 247
   Query 94: 171
   Query 95: 57
   Query 96: 210
   Query 97: 487
   Query 98: 589
   Query 99: 605
   Query 100: 380
   Query 101: 19
   Query 102: 177
   Query 103: 209
   Query 104: 76
   Query 105: 451
   Query 106: 17
   Query 107: 367
   Query 108: 532
   Query 109: 817
   Query 110: 288
   Query 111: 380
   Query 112: 83
   Query 113: 114
   Query 114: 171
   Query 115: 247
   Query 116: 121
   Query 117: 326
   Query 118: 316
   Query 119: 703
   Query 120: 304
   Query 121: 209
   Query 122: 114
   Query 123: 640
   Query 124: 437
   Query 125: 229
   Query 126: 603
   Query 127: 742
   Query 128: 579
Case 12
   Query 1: 0
   Query 2: 456
   Query 3: 570
   Query 4: 228
   Query 5: 456
   Query 6: 627
   Query 7: 84
   Query 8: 282
   Query 9: 798
   Query 10: 456
   Query 11: 627
   Query 12: 228
   Query 13: 456
   Query 14: 228
   Query 15: 627
   Query 16: 456
   Query 17: 532
   Query 18: 0
   Query 19: 684
   Query 20: 0
   Query 21: 0
   Query 22: 798
   Query 23: 684
   Query 24: 760
   Query 25: 741
   Query 26: 60
   Query 27: 228
   Query 28: 114
   Query 29: 48
   Query 30: 570
   Query 31: 153
   Query 32: 0
   Query 33: 0
   Query 34: 342
   Query 35: 171
   Query 36: 0
   Query 37: 108
   Query 38: 828
   Query 39: 564
   Query 40: 342
   Query 41: 564
   Query 42: 342
   Query 43: 114
   Query 44: 456
   Query 45: 771
   Query 46: 570
   Query 47: 456
   Query 48: 644
   Query 49: 456
   Query 50: 342
   Query 51: 0
   Query 52: 39
   Query 53: 600
   Query 54: 798
   Query 55: 102
   Query 56: 456
   Query 57: 57
   Query 58: 342
   Query 59: 453
   Query 60: 798
   Query 61: 534
   Query 62: 0
   Query 63: 228
   Query 64: 570
   Query 65: 240
   Query 66: 228
   Query 67: 855
   Query 68: 456
   Query 69: 456
   Query 70: 384
   Query 71: 456
   Query 72: 228
   Query 73: 560
   Query 74: 399
   Query 75: 798
   Query 76: 114
   Query 77: 456
   Query 78: 798
   Query 79: 699
   Query 80: 336
   Query 81: 696
   Query 82: 228
   Query 83: 456
   Query 84: 228
   Query 85: 456
   Query 86: 228
   Query 87: 0
   Query 88: 114
   Query 89: 855
   Query 90: 855
   Query 91: 684
   Query 92: 684
Case 13
   Query 1: 432
   Query 2: 192
   Query 3: 864
   Query 4: 288
   Query 5: 108
   Query 6: 636
   Query 7: 552
   Query 8: 84
   Query 9: 384
   Query 10: 48
   Query 11: 600
   Query 12: 768
   Query 13: 72
   Query 14: 96
   Query 15: 720
   Query 16: 768
   Query 17: 624
   Query 18: 336
   Query 19: 768
   Query 20: 672
   Query 21: 234
   Query 22: 144
   Query 23: 504
   Query 24: 672
   Query 25: 864
   Query 26: 624
   Query 27: 108
   Query 28: 432
   Query 29: 288
   Query 30: 464
   Query 31: 144
   Query 32: 96
   Query 33: 528
   Query 34: 144
   Query 35: 768
   Query 36: 864
   Query 37: 72
   Query 38: 282
   Query 39: 264
   Query 40: 312
   Query 41: 96
   Query 42: 336
   Query 43: 528
   Query 44: 480
   Query 45: 0
   Query 46: 432
   Query 47: 336
   Query 48: 870
   Query 49: 432
   Query 50: 840
   Query 51: 768
   Query 52: 96
   Query 53: 576
   Query 54: 528
   Query 55: 672
   Query 56: 432
   Query 57: 48
   Query 58: 0
   Query 59: 0
   Query 60: 480
   Query 61: 240
   Query 62: 624
   Query 63: 864
   Query 64: 336
   Query 65: 432
   Query 66: 216
   Query 67: 528
   Query 68: 576
   Query 69: 336
   Query 70: 384
   Query 71: 864
   Query 72: 528
   Query 73: 432
   Query 74: 0
   Query 75: 540
   Query 76: 528
   Query 77: 192
   Query 78: 864
   Query 79: 0
   Query 80: 96
   Query 81: 588
   Query 82: 384
   Query 83: 528
   Query 84: 720
   Query 85: 180
   Query 86: 672
   Query 87: 288
   Query 88: 576
   Query 89: 768
   Query 90: 672
   Query 91: 192
   Query 92: 588
   Query 93: 336
   Query 94: 720
   Query 95: 864
   Query 96: 864
   Query 97: 288
   Query 98: 336
   Query 99: 480
   Query 100: 648
   Query 101: 480
   Query 102: 48
   Query 103: 432
   Query 104: 768
   Query 105: 864
   Query 106: 900
   Query 107: 384
   Query 108: 888
   Query 109: 288
   Query 110: 864
   Query 111: 192
   Query 112: 48
   Query 113: 888
   Query 114: 0
   Query 115: 432
   Query 116: 432
   Query 117: 432
   Query 118: 432
   Query 119: 48
   Query 120: 552
   Query 121: 336
   Query 122: 576
   Query 123: 720
   Query 124: 852
   Query 125: 800
   Query 126: 0
   Query 127: 480
   Query 128: 720
   Query 129: 816
   Query 130: 864
   Query 131: 720
   Query 132: 48
   Query 133: 360
   Query 134: 288
   Query 135: 192
   Query 136: 726
   Query 137: 24
   Query 138: 144
   Query 139: 336
   Query 140: 360
   Query 141: 336
   Query 142: 720
   Query 143: 444
   Query 144: 768
   Query 145: 768
   Query 146: 48
   Query 147: 864
   Query 148: 864
   Query 149: 870
   Query 150: 198
   Query 151: 144
   Query 152: 432
   Query 153: 432
   Query 154: 720
   Query 155: 48
   Query 156: 336
   Query 157: 624
   Query 158: 396
   Query 159: 360
   Query 160: 192
   Query 161: 96
   Query 162: 768
   Query 163: 336
   Query 164: 624
   Query 165: 0
   Query 166: 888
   Query 167: 528
   Query 168: 48
   Query 169: 432
   Query 170: 576
   Query 171: 432
   Query 172: 672
   Query 173: 336
   Query 174: 96
   Query 175: 96
   Query 176: 144
   Query 177: 336
   Query 178: 672
   Query 179: 864
   Query 180: 832
   Query 181: 720
   Query 182: 684
   Query 183: 792
   Query 184: 528
   Query 185: 96
   Query 186: 204
   Query 187: 480
   Query 188: 768
   Query 189: 432
   Query 190: 480
   Query 191: 816
   Query 192: 720
   Query 193: 696
   Query 194: 624
   Query 195: 672
   Query 196: 432
   Query 197: 288
   Query 198: 768
   Query 199: 672
   Query 200: 480
   Query 201: 660
   Query 202: 528
   Query 203: 24
   Query 204: 552
   Query 205: 240
   Query 206: 72
   Query 207: 744
   Query 208: 672
   Query 209: 528
   Query 210: 744
   Query 211: 336
   Query 212: 432
   Query 213: 480
   Query 214: 96
   Query 215: 120
   Query 216: 144
   Query 217: 420
   Query 218: 672
   Query 219: 624
   Query 220: 288
   Query 221: 624
   Query 222: 816
   Query 223: 840
   Query 224: 432
